Symbol,CompanyName,DpmName
ATMP,BARCLAYS BANK PLC IPATH SELCT MLP,
ATMR,ALTIMAR ACQUISITION CORP II SHS CL A,"Susquehanna Securities, LLC"
ATNF,180 LIFE SCIENCES CORP COM,Morgan Stanley & Co. LLC
ATNI,ATN INTL INC COM,GTS Securities LLC
ATNM,ACTINIUM PHARMACEUTICALS INC COM,Belvedere Trading LLC
ATNX,ATHENEX INC COM,Citadel Securities LLC
ATO,ATMOS ENERGY CORP COM,"Wolverine Trading, LLC"
ATOM,ATOMERA INC COM,"Susquehanna Securities, LLC"
ATOS,ATOSSA THERAPEUTICS INC COM,"Susquehanna Securities, LLC"
ATR,APTARGROUP INC COM,GTS Securities LLC
ATRA,ATARA BIOTHERAPEUTICS INC COM,Citadel Securities LLC
ATRC,ATRICURE INC COM,
ATRO,ASTRONICS CORP COM,"Wolverine Trading, LLC"
ATRS,ANTARES PHARMA INC COM,"Group One Trading, L.P."
ATSG,AIR TRANSPORT SERVICES GRP INC COM,"Group One Trading, L.P."
ATUS,ALTICE USA INC CL A,Citadel Securities LLC
ATVI,ACTIVISION BLIZZARD INC COM,"Susquehanna Securities, LLC"
ATXS,ASTRIA THERAPEUTICS INC COM,
ATY,ACUITYADS HLDGS INC COM,
AU,ANGLOGOLD ASHANTI LIMITED SPONSORED ADR,GTS Securities LLC
AUB,ATLANTIC UN BANKSHARES CORP COM,Citadel Securities LLC
AUD,AUDACY INC CL A,"Group One Trading, L.P."
AUDC,AUDIOCODES LTD ORD,Citadel Securities LLC
AUMN,GOLDEN MINERALS CO COM,
AUPH,AURINIA PHARMACEUTICALS INC COM,Citadel Securities LLC
AUR,AURORA INNOVATION INC CLASS A COM,Belvedere Trading LLC
AUS,AUSTERLITZ ACQUISITION CORP I SHS CL A,"Group One Trading, L.P."
AUTL,AUTOLUS THERAPEUTICS PLC SPON ADS,Belvedere Trading LLC
AUTO,AUTOWEB INC COM,Citadel Securities LLC
AUY,YAMANA GOLD INC COM,Morgan Stanley & Co. LLC
AVA,AVISTA CORP COM,Citadel Securities LLC
AVAH,AVEANNA HEALTHCARE HLDGS INC COM,"Susquehanna Securities, LLC"
AVAN,AVANTI ACQUISITION CORP SHS CL A,
AVAV,AEROVIRONMENT INC COM,"Susquehanna Securities, LLC"
AVB,AVALONBAY CMNTYS INC COM,Citadel Securities LLC
AVCT,AMERICAN VRTUAL CLOUD TECH INC COM,"Group One Trading, L.P."
AVD,AMERICAN VANGUARD CORP COM,"Wolverine Trading, LLC"
AVDL,AVADEL PHARMACEUTICALS PLC SPONSORED ADR,"Susquehanna Securities, LLC"
AVDV,AMERICAN CENTY ETF TR INTL SMCP VLU,
AVDX,AVIDXCHANGE HOLDINGS INC COM,"Susquehanna Securities, LLC"
AVEO,AVEO PHARMACEUTICALS INC COM NEW,"Susquehanna Securities, LLC"
AVGO,BROADCOM INC COM,"Susquehanna Securities, LLC"
AVID,AVID TECHNOLOGY INC COM,Citadel Securities LLC
AVIR,ATEA PHARMACEUTICALS INC COM,Citadel Securities LLC
AVLR,AVALARA INC COM,Citadel Securities LLC
AVNS,AVANOS MED INC COM,"Susquehanna Securities, LLC"
AVNT,AVIENT CORPORATION COM,"Wolverine Trading, LLC"
AVNW,AVIAT NETWORKS INC COM NEW,"Susquehanna Securities, LLC"
AVO,MISSION PRODUCE INC COM,Citadel Securities LLC
AVPT,AVEPOINT INC COM CL A,"Susquehanna Securities, LLC"
AVRO,AVROBIO INC COM,
AVT,AVNET INC COM,GTS Securities LLC
AVTR,AVANTOR INC COM,"Susquehanna Securities, LLC"
AVTX,AVALO THERAPEUTICS INC COM,
AVUS,AMERICAN CENTY ETF TR US EQT ETF,
AVUV,AMERICAN CENTY ETF TR US SML CP VALU,
AVXL,ANAVEX LIFE SCIENCES CORP COM NEW,Citadel Securities LLC
AVY,AVERY DENNISON CORP COM,"Wolverine Trading, LLC"
AVYA,AVAYA HLDGS CORP COM,"Wolverine Trading, LLC"
AWAY,ETF MANAGERS TR ETFMG TRAVEL TEC,Belvedere Trading LLC
AWH,ASPIRA WOMENS HEALTH INC COM,
AWI,ARMSTRONG WORLD INDS INC NEW COM,GTS Securities LLC
AWK,AMERICAN WTR WKS CO INC NEW COM,"Susquehanna Securities, LLC"
AWR,AMER STATES WTR CO COM,"Susquehanna Securities, LLC"
AWRE,AWARE INC MASS COM,"Susquehanna Securities, LLC"
AWYX,ETF MANAGERS TR 2X DAILY TRAVEL,
AX,AXOS FINANCIAL INC COM,"Wolverine Trading, LLC"
AXAS,ABRAXAS PETE CORP COM NEW,"Wolverine Trading, LLC"
AXDX,ACCELERATE DIAGNOSTICS INC COM,Citadel Securities LLC
AXGN,AXOGEN INC COM,"Group One Trading, L.P."
AXL,AMERICAN AXLE & MFG HLDGS INC COM,"Susquehanna Securities, LLC"
AXLA,AXCELLA HEALTH INC COM,
AXNX,AXONICS INC COM,"Wolverine Trading, LLC"
AXON,AXON ENTERPRISE INC COM,"Susquehanna Securities, LLC"
AXP,AMERICAN EXPRESS CO COM,"Two Sigma Securities, LLC"
AXS,AXIS CAP HLDGS LTD SHS,Citadel Securities LLC
AXSM,AXSOME THERAPEUTICS INC COM,"Susquehanna Securities, LLC"
AXTA,AXALTA COATING SYS LTD COM,Citadel Securities LLC
AXTI,AXT INC COM,Morgan Stanley & Co. LLC
AXU,ALEXCO RESOURCE CORP COM,"Wolverine Trading, LLC"
AY,ATLANTICA SUSTAINABLE INFR PLC SHS,Morgan Stanley & Co. LLC
AYI,ACUITY BRANDS INC COM,Citadel Securities LLC
AYRO,AYRO INC COM,"Susquehanna Securities, LLC"
AYTU,AYTU BIOPHARMA INC COM NEW,"Susquehanna Securities, LLC"
AYX,ALTERYX INC COM CL A,"Susquehanna Securities, LLC"
AZEK,AZEK CO INC CL A,
AZN,ASTRAZENECA PLC SPONSORED ADR,Citadel Securities LLC
AZO,AUTOZONE INC COM,"Susquehanna Securities, LLC"
AZPN,ASPEN TECHNOLOGY INC COM,"Susquehanna Securities, LLC"
AZRE,AZURE PWR GLOBAL LTD SHS,"Susquehanna Securities, LLC"
AZUL,AZUL S A SPONSR ADR PFD,"Susquehanna Securities, LLC"
AZZ,AZZ INC COM,GTS Securities LLC
B,BARNES GROUP INC COM,"Wolverine Trading, LLC"
BA,BOEING CO COM,Citadel Securities LLC
BAB,INVESCO EXCH TRADED FD TR II TAXABLE MUN BD,
BABA,ALIBABA GROUP HLDG LTD SPONSORED ADS,"Susquehanna Securities, LLC"
BAC,BK OF AMERICA CORP COM,GTS Securities LLC
BAH,BOOZ ALLEN HAMILTON HLDG CORP CL A,"Wolverine Trading, LLC"
BAL,BARCLAYS BANK PLC ETN LKD 48,Citadel Securities LLC
BALY,BALLYS CORPORATION COM,"Group One Trading, L.P."
BAM,BROOKFIELD ASSET MGMT INC CL A LTD VT SH,GTS Securities LLC
BANC,BANC OF CALIFORNIA INC COM,"Wolverine Trading, LLC"
BAND,BANDWIDTH INC COM CL A,"Susquehanna Securities, LLC"
BANF,BANCFIRST CORP COM,
BANR,BANNER CORP COM NEW,GTS Securities LLC
BAP,CREDICORP LTD COM,"Susquehanna Securities, LLC"
BARK,THE ORIGINAL BARK COMPANY COM,"Group One Trading, L.P."
BATRA,LIBERTY MEDIA CORP DEL COM A BRAVES GRP,
BATRK,LIBERTY MEDIA CORP DEL COM C BRAVES GRP,
BATT,AMPLIFY ETF TR AMPLIFY LITHIUM,Belvedere Trading LLC
BAX,BAXTER INTL INC COM,Citadel Securities LLC
BB,BLACKBERRY LTD COM,"Susquehanna Securities, LLC"
BBAR,BANCO BBVA ARGENTINA S A SPONSORED ADS,"Group One Trading, L.P."
BBAX,J P MORGAN EXCHANGE-TRADED FD BETABUILDERS DEV,
BBBY,BED BATH & BEYOND INC COM,GTS Securities LLC
BBC,ETFIS SER TR I VIRTUS LIFESC CT,
BBCA,J P MORGAN EXCHANGE-TRADED FD BETABUILDERS CDA,Citadel Securities LLC
BBCP,CONCRETE PUMPING HLDGS INC COM,
BBD,BANCO BRADESCO S A SP ADR PFD NEW,GTS Securities LLC
BBDC,BARINGS BDC INC COM,Citadel Securities LLC
BBEU,J P MORGAN EXCHANGE-TRADED FD BETABUILDERS EUR,Citadel Securities LLC
BBH,VANECK ETF TRUST BIOTECH ETF,"Susquehanna Securities, LLC"
BBIG,VINCO VENTURES INC COM,"Susquehanna Securities, LLC"
BBIN,J P MORGAN EXCHANGE-TRADED FD BETABUILDERS I,
BBIO,BRIDGEBIO PHARMA INC COM,Citadel Securities LLC
BBJP,J P MORGAN EXCHANGE-TRADED FD BETABULDRS JAPAN,
BBL,BHP GROUP PLC SPONSORED ADR,"Susquehanna Securities, LLC"
BBP,ETFIS SER TR I VIRTUS LIFESC BT,
BBSI,BARRETT BUSINESS SVCS INC COM,"Wolverine Trading, LLC"
BBU,BROOKFIELD BUSINESS PARTNERS L UNIT LTD L P,"Wolverine Trading, LLC"
BBVA,BANCO BILBAO VIZCAYA ARGENTARI SPONSORED ADR,"Group One Trading, L.P."
BBW,BUILD-A-BEAR WORKSHOP INC COM,Citadel Securities LLC
BBWI,BATH & BODY WORKS INC COM,GTS Securities LLC
BBY,BEST BUY INC COM,"Susquehanna Securities, LLC"
BC,BRUNSWICK CORP COM,"Susquehanna Securities, LLC"
BCAB,BIOATLA INC COM,"Group One Trading, L.P."
BCBP,BCB BANCORP INC COM,
BCC,BOISE CASCADE CO DEL COM,"Susquehanna Securities, LLC"
BCDA,BIOCARDIA INC COM,Citadel Securities LLC
BCE,BCE INC COM NEW,Citadel Securities LLC
BCEL,ATRECA INC CL A COM,"Group One Trading, L.P."
BCI,ABRDN ETFS BBRG ALL COMD K1,Belvedere Trading LLC
BCLI,BRAINSTORM CELL THERAPEUTICS I COM NEW,"Group One Trading, L.P."
BCM,BARCLAYS BANK PLC IPTH PURE BRD,
BCO,BRINKS CO COM,"Susquehanna Securities, LLC"
BCOR,BLUCORA INC COM,Citadel Securities LLC
BCOV,BRIGHTCOVE INC COM,"Susquehanna Securities, LLC"
BCPC,BALCHEM CORP COM,"Susquehanna Securities, LLC"
BCRX,BIOCRYST PHARMACEUTICALS INC COM,"Group One Trading, L.P."
BCS,BARCLAYS PLC ADR,"Susquehanna Securities, LLC"
BCSF,BAIN CAP SPECIALTY FIN INC COM STK,
BCTX,BRIACELL THERAPEUTICS CORP COM NEW,Belvedere Trading LLC
BCYC,BICYCLE THERAPEUTICS PLC SPONSORED ADS,"Group One Trading, L.P."
BDC,BELDEN INC COM,"Wolverine Trading, LLC"
BDN,BRANDYWINE RLTY TR SH BEN INT NEW,"Wolverine Trading, LLC"
BDRY,ETF MANAGERS GRP COMMDTY TR I BREAKWAVE DRY,
BDSI,BIODELIVERY SCIENCES INTL INC COM,"Wolverine Trading, LLC"
BDSX,BIODESIX INC COM,Citadel Securities LLC
BDTX,BLACK DIAMOND THERAPEUTICS INC COM,
BDX,BECTON DICKINSON & CO COM,"Susquehanna Securities, LLC"
BE,BLOOM ENERGY CORP COM CL A,"Group One Trading, L.P."
BEAM,BEAM THERAPEUTICS INC COM,Citadel Securities LLC
BECN,BEACON ROOFING SUPPLY INC COM,Citadel Securities LLC
BEEM,BEAM GLOBAL COM,"Wolverine Trading, LLC"
BEKE,KE HLDGS INC SPONSORED ADS,Citadel Securities LLC
BELFB,BEL FUSE INC CL B,
BEN,FRANKLIN RESOURCES INC COM,GTS Securities LLC
BENE,BENESSERE CAPITAL ACQUSTN CORP COM CL A,"Susquehanna Securities, LLC"
BEP,BROOKFIELD RENEWABLE PARTNERS PARTNERSHIP UNIT,"Wolverine Trading, LLC"
BEPC,BROOKFIELD RENEWABLE CORP CL A SUB VTG,Belvedere Trading LLC
BERY,BERRY GLOBAL GROUP INC COM,"Susquehanna Securities, LLC"
BEST,BEST INC SPONSORED ADS,Citadel Securities LLC
BETZ,LISTED FD TR ROUNDHILL SPORTS,Citadel Securities LLC
BF.A,BROWN FORMAN CORP CL A,
BF.B,BROWN FORMAN CORP CL B,"Wolverine Trading, LLC"
BFAM,BRIGHT HORIZONS FAM SOL IN DEL COM,"Wolverine Trading, LLC"
BFI,BURGERFI INTERNATIONAL INC COM,"Group One Trading, L.P."
BFIN,BANKFINANCIAL CORP COM,"Susquehanna Securities, LLC"
BFIT,GLOBAL X FDS HEALTH WELLNESS,
BFLY,BUTTERFLY NETWORK INC COM CL A,"Susquehanna Securities, LLC"
BFOR,ALPS ETF TR BARRONS 400 ETF,"Susquehanna Securities, LLC"
BFTR,BLACKROCK ETF TRUST FUTURE INVTR ETF,
BG,BUNGE LIMITED COM,Citadel Securities LLC
BGCP,BGC PARTNERS INC CL A,"Wolverine Trading, LLC"
BGFV,BIG 5 SPORTING GOODS CORP COM,"Wolverine Trading, LLC"
BGNE,BEIGENE LTD SPONSORED ADR,Citadel Securities LLC
BGRY,BERKSHIRE GREY INC COM CL A,"Susquehanna Securities, LLC"
BGS,B & G FOODS INC NEW COM,"Wolverine Trading, LLC"
BGSF,BGSF INC COM,
BHC,BAUSCH HEALTH COS INC COM,"Susquehanna Securities, LLC"
BHE,BENCHMARK ELECTRS INC COM,"Susquehanna Securities, LLC"
BHF,BRIGHTHOUSE FINL INC COM,"Susquehanna Securities, LLC"
BHG,BRIGHT HEALTH GROUP INC COM,Citadel Securities LLC
BHIL,BENSON HILL INC COMMON STOCK,"Group One Trading, L.P."
BHLB,BERKSHIRE HILLS BANCORP INC COM,
BHP,BHP GROUP LTD SPONSORED ADS,"Susquehanna Securities, LLC"
BHR,BRAEMAR HOTELS & RESORTS INC COM,Citadel Securities LLC
BHVN,BIOHAVEN PHARMACTL HLDG CO LTD COM,"Group One Trading, L.P."
BIB,PROSHARES TR PSHS ULT NASB,"Susquehanna Securities, LLC"
BIDU,BAIDU INC SPON ADR REP A,Citadel Securities LLC
BIG,BIG LOTS INC COM,GTS Securities LLC
BIGC,BIGCOMMERCE HLDGS INC COM SER 1,"Susquehanna Securities, LLC"
BIIB,BIOGEN INC COM,"Susquehanna Securities, LLC"
BIL,SPDR SER TR BLOOMBERG 1-3 MO,"Wolverine Trading, LLC"
BILI,BILIBILI INC SPONS ADS REP Z,Citadel Securities LLC
BILL,BILL COM HLDGS INC COM,"Wolverine Trading, LLC"
BIO,BIO RAD LABS INC CL A,"Susquehanna Securities, LLC"
BIOC,BIOCEPT INC COM,"Susquehanna Securities, LLC"
BIOX,BIOCERES CROP SOLUTIONS CORP SHS,
BIP,BROOKFIELD INFRAST PARTNERS LP LP INT UNIT,"Wolverine Trading, LLC"
BIPC,BROOKFIELD INFRASTRUCTURE CORP COM SB VTG SHS A,
BIRD,ALLBIRDS INC COM CL A,"Susquehanna Securities, LLC"
BIS,PROSHARES TR ULTST NASD NW20,"Susquehanna Securities, LLC"
BITF,BITFARMS LTD COM,"Susquehanna Securities, LLC"
BITO,PROSHARES TR BITCOIN STRATE,Citadel Securities LLC
BITQ,EXCHANGE TRADED CONCEPTS TR BITWISE CRYPTO,Belvedere Trading LLC
BIV,VANGUARD BD INDEX FDS INTERMED TERM,"Susquehanna Securities, LLC"
BIZD,VANECK ETF TRUST BDC INCOME ETF,Citadel Securities LLC
BJ,BJS WHSL CLUB HLDGS INC COM,Citadel Securities LLC
BJK,VANECK ETF TRUST GAMING ETF,"Susquehanna Securities, LLC"
BJRI,BJS RESTAURANTS INC COM,"Susquehanna Securities, LLC"
BK,BANK NEW YORK MELLON CORP COM,"Two Sigma Securities, LLC"
BKCC,BLACKROCK CAP INVT CORP COM,"Wolverine Trading, LLC"
BKCH,GLOBAL X FDS GBL X BLOCKCHAIN,
BKD,BROOKDALE SR LIVING INC COM,"Wolverine Trading, LLC"
BKE,BUCKLE INC COM,"Wolverine Trading, LLC"
BKEP,BLUEKNIGHT ENERGY PARTNERS L P COM UNIT,Belvedere Trading LLC
BKF,ISHARES INC MSCI BRIC INDX,"Wolverine Trading, LLC"
BKH,BLACK HILLS CORP COM,
BKI,BLACK KNIGHT INC COM,
BKKT,BAKKT HOLDINGS INC COM CL A,Belvedere Trading LLC
BKLN,INVESCO EXCH TRADED FD TR II SR LN ETF,Morgan Stanley & Co. LLC
BKNG,BOOKING HOLDINGS INC COM,"Susquehanna Securities, LLC"
BKR,BAKER HUGHES COMPANY CL A,Citadel Securities LLC
BKSY,BLACKSKY TECHNOLOGY INC COM CL A,"Susquehanna Securities, LLC"
BKU,BANKUNITED INC COM,Citadel Securities LLC
BKYI,BIO-KEY INTL INC COM NEW,Belvedere Trading LLC
BL,BLACKLINE INC COM,"Susquehanna Securities, LLC"
BLBD,BLUE BIRD CORP COM,Belvedere Trading LLC
BLCN,SIREN ETF TR NSD NXGN ECO ETF,"Wolverine Trading, LLC"
BLD,TOPBUILD CORP COM,Morgan Stanley & Co. LLC
BLDE,BLADE AIR MOBILITY INC CL A COM,Belvedere Trading LLC
BLDP,BALLARD PWR SYS INC NEW COM,Citadel Securities LLC
BLDR,BUILDERS FIRSTSOURCE INC COM,"Wolverine Trading, LLC"
BLFS,BIOLIFE SOLUTIONS INC COM NEW,Citadel Securities LLC
BLI,BERKELEY LTS INC COM,Citadel Securities LLC
BLK,BLACKROCK INC COM,"Susquehanna Securities, LLC"
BLKB,BLACKBAUD INC COM,Citadel Securities LLC
BLL,BALL CORP COM,"Susquehanna Securities, LLC"
BLMN,BLOOMIN BRANDS INC COM,"Susquehanna Securities, LLC"
BLND,BLEND LABS INC CL A,Belvedere Trading LLC
BLNK,BLINK CHARGING CO COM,"Group One Trading, L.P."
BLOK,AMPLIFY ETF TR BLOCKCHAIN LDR,Belvedere Trading LLC
BLRX,BIOLINERX LTD SPONSORED ADS,
BLU,BELLUS HEALTH INC NEW COM NEW,Belvedere Trading LLC
BLUE,BLUEBIRD BIO INC COM,Citadel Securities LLC
BLV,VANGUARD BD INDEX FDS LONG TERM BOND,"Susquehanna Securities, LLC"
BLX,BANCO LATINOAMERICANO DE SHS E,
BMA,BANCO MACRO SA SPON ADR B,"Susquehanna Securities, LLC"
BMBL,BUMBLE INC COM CL A,"Susquehanna Securities, LLC"
BMED,BLACKROCK ETF TRUST FUTUR HEALTH ETF,
BMI,BADGER METER INC COM,"Susquehanna Securities, LLC"
BMO,BANK MONTREAL QUE COM,GTS Securities LLC
BMRA,BIOMERICA INC COM NEW,
BMRN,BIOMARIN PHARMACEUTICAL INC COM,Citadel Securities LLC
BMTC,BRYN MAWR BK CORP COM,
BMTX,BM TECHNOLOGIES INC CL A COM,
BMY,BRISTOL-MYERS SQUIBB CO COM,"Two Sigma Securities, LLC"
BND,VANGUARD BD INDEX FDS TOTAL BND MRKT,"Susquehanna Securities, LLC"
BNDX,VANGUARD CHARLOTTE FDS TOTAL INT BD ETF,"Wolverine Trading, LLC"
BNED,BARNES & NOBLE ED INC COM,"Wolverine Trading, LLC"
BNFT,BENEFITFOCUS INC COM,Morgan Stanley & Co. LLC
BNGO,BIONANO GENOMICS INC COM,Belvedere Trading LLC
BNL,BROADSTONE NET LEASE INC COM,Belvedere Trading LLC
BNO,UNITED STS BRENT OIL FD LP UNIT,"Susquehanna Securities, LLC"
BNS,BANK NOVA SCOTIA B C COM,Citadel Securities LLC
BNTC,BENITEC BIOPHARMA INC COM,
BNTX,BIONTECH SE SPONSORED ADS,Citadel Securities LLC
BOAT,TIDAL ETF TR SONICSHARES GBL,
BODY,THE BEACHBODY COMPANY INC COM CL A,Citadel Securities LLC
BOH,BANK HAWAII CORP COM,
BOIL,PROSHARES TR II ULTRA BLOOMBERG,"Susquehanna Securities, LLC"
BOKF,BOK FINL CORP COM NEW,GTS Securities LLC
BOND,PIMCO ETF TR ACTIVE BD ETF,"Wolverine Trading, LLC"
BOOM,DMC GLOBAL INC COM,"Susquehanna Securities, LLC"
BOOT,BOOT BARN HLDGS INC COM,Citadel Securities LLC
BOTZ,GLOBAL X FDS RBTCS ARTFL INTE,Belvedere Trading LLC
BOX,BOX INC CL A,Citadel Securities LLC
BP,BP PLC SPONSORED ADR,"Two Sigma Securities, LLC"
BPMC,BLUEPRINT MEDICINES CORP COM,Citadel Securities LLC
BPMP,BP MIDSTREAM PARTNERS LP UNIT LTD PTNR,"Susquehanna Securities, LLC"
BPOP,POPULAR INC COM NEW,GTS Securities LLC
BPT,BP PRUDHOE BAY RTY TR UNIT BEN INT,Citadel Securities LLC
BQ,BOQII HLDG LTD SPONSORED ADS,Belvedere Trading LLC
BR,BROADRIDGE FINL SOLUTIONS INC COM,"Wolverine Trading, LLC"
BRAG,BRAGG GAMING GROUP INC COM NEW,"Group One Trading, L.P."
BRBR,BELLRING BRANDS INC COM CL A,Citadel Securities LLC
BRC,BRADY CORP CL A,"Wolverine Trading, LLC"
BRDS,BIRD GLOBAL INC COM CL A,
BREZ,BREEZE HOLDINGS ACQUISITN CORP COM,Belvedere Trading LLC
BRF,VANECK ETF TRUST BRAZIL SMALL CAP,"Susquehanna Securities, LLC"
BRFS,BRF SA SPONSORED ADR,Citadel Securities LLC
BRG,BLUEROCK RESIDENTIAL GWT REIT COM CL A,Belvedere Trading LLC
BRK.B,BERKSHIRE HATHAWAY INC DEL CL B NEW,GTS Securities LLC
BRKL,BROOKLINE BANCORP INC DEL COM,"Wolverine Trading, LLC"
BRKR,BRUKER CORP COM,GTS Securities LLC
BRKS,BROOKS AUTOMATION INC NEW COM,Citadel Securities LLC
BRMK,BROADMARK RLTY CAP INC COM,Morgan Stanley & Co. LLC
BRO,BROWN & BROWN INC COM,Citadel Securities LLC
BROS,DUTCH BROS INC CL A,Citadel Securities LLC
BRP,BRP GROUP INC COM CL A,
BRPM,B RILEY PRINCIPAL 150 MERGER COM CL A,"Wolverine Trading, LLC"
BRSP,BRIGHTSPIRE CAPITAL INC COM CL A,"Group One Trading, L.P."
BRT,BRT APARTMENTS CORP COM,
BRX,BRIXMOR PPTY GROUP INC COM,"Wolverine Trading, LLC"
BRY,BERRY CORP COM,
BRZU,DIREXION SHS ETF TR BRZ BL 2X SHS,Citadel Securities LLC
BSAC,BANCO SANTANDER CHILE NEW SP ADR REP COM,"Wolverine Trading, LLC"
BSBR,BANCO SANTANDER BRASIL S A ADS REP 1 UNIT,"Susquehanna Securities, LLC"
BSCL,INVESCO EXCH TRD SLF IDX FD TR BULSHS 2021 CB,Belvedere Trading LLC
BSET,BASSETT FURNITURE INDS INC COM,"Wolverine Trading, LLC"
BSGM,BIOSIG TECHNOLOGIES INC COM NEW,"Wolverine Trading, LLC"
BSIG,BRIGHTSPHERE INVT GROUP INC COM,"Group One Trading, L.P."
BSM,BLACK STONE MINERALS L P COM UNIT,"Susquehanna Securities, LLC"
BSMX,BANCO SANTANDER MEXICO SA SPONSORED ADS B,"Susquehanna Securities, LLC"
BSN,BROADSTONE ACQUISITION CORP SHS CL A,
BSQR,BSQUARE CORP COM NEW,"Wolverine Trading, LLC"
BSRR,SIERRA BANCORP COM,"Susquehanna Securities, LLC"
BSV,VANGUARD BD INDEX FDS SHORT TRM BOND,"Wolverine Trading, LLC"
BSX,BOSTON SCIENTIFIC CORP COM,Citadel Securities LLC
BSY,BENTLEY SYS INC COM CL B,"Group One Trading, L.P."
BTAI,BIOXCEL THERAPEUTICS INC COM,"Susquehanna Securities, LLC"
BTAQ,BURGUNDY TECHNOLOGY ACQU CORP CL A,"Wolverine Trading, LLC"
BTBT,BIT DIGITAL INC SHS,"Wolverine Trading, LLC"
BTCM,BIT MINING LIMITED SPON ADR REP A,"Wolverine Trading, LLC"
BTCY,BIOTRICITY INC COM,Belvedere Trading LLC
BTEK,BLACKROCK ETF TRUST FUTURE TECH ETF,
BTF,VALKYRIE ETF TRUST II BITCOIN STRATEGY,Citadel Securities LLC
BTG,B2GOLD CORP COM,"Wolverine Trading, LLC"
BTI,BRITISH AMERN TOB PLC SPONSORED ADR,"Susquehanna Securities, LLC"
BTN,BALLANTYNE STRONG INC COM,"Wolverine Trading, LLC"
BTNB,BRIDGETOWN 2 HOLDINGS LTD CL A,"Group One Trading, L.P."
BTRS,BTRS HOLDINGS INC COM CL 1,"Wolverine Trading, LLC"
BTTR,BETTER CHOICE CO INC COM,
BTU,PEABODY ENGR CORP COM,"Susquehanna Securities, LLC"
BTWN,BRIDGETOWN HOLDINGS LTD COM CL A,"Wolverine Trading, LLC"
BTX,BROOKLYN IMMUNOTHERAPEUTICS COM,"Group One Trading, L.P."
BUD,ANHEUSER BUSCH INBEV SA/NV SPONSORED ADR,"Susquehanna Securities, LLC"
BUG,GLOBAL X FDS CYBRSCURTY ETF,Belvedere Trading LLC
BUR,BURFORD CAP LTD ORD SHS,Belvedere Trading LLC
BURL,BURLINGTON STORES INC COM,"Susquehanna Securities, LLC"
BUSE,FIRST BUSEY CORP COM NEW,
BUYZ,FRANKLIN TEMPLETON ETF TR DISRPTVE COM ETF,
BUZZ,VANECK ETF TRUST SOCIAL SENTIMENT,Citadel Securities LLC
BV,BRIGHTVIEW HLDGS INC COM,Citadel Securities LLC
BVH,BLUEGREEN VACATIONS HLDG CORP CLASS A,
BVN,COMPANIA DE MINAS BUENAVENTURA SPONSORED ADR,"Susquehanna Securities, LLC"
BVS,BIOVENTUS INC COM CL A,Belvedere Trading LLC
BW,BABCOCK & WILCOX ENTERPRISES I COM,"Group One Trading, L.P."
BWA,BORGWARNER INC COM,Citadel Securities LLC
BWAC,BETTER WORLD ACQUISITION CORP COM,"Group One Trading, L.P."
BWEN,BROADWIND INC COM NEW,"Wolverine Trading, LLC"
BWX,SPDR SER TR BLOOMBERG INTL T,"Susquehanna Securities, LLC"
BWXT,BWX TECHNOLOGIES INC COM,GTS Securities LLC
BX,BLACKSTONE INC COM,"Wolverine Trading, LLC"
BXC,BLUELINX HLDGS INC COM NEW,Citadel Securities LLC
BXMT,BLACKSTONE MTG TR INC COM CL A,"Susquehanna Securities, LLC"
BXP,BOSTON PROPERTIES INC COM,GTS Securities LLC
BXRX,BAUDAX BIO INC COM,"Group One Trading, L.P."
BYD,BOYD GAMING CORP COM,GTS Securities LLC
BYFC,BROADWAY FINL CORP DEL COM,
BYND,BEYOND MEAT INC COM,"Susquehanna Securities, LLC"
BYRN,BYRNA TECHNOLOGIES INC COM NEW,
BYSI,BEYONDSPRING INC SHS,Citadel Securities LLC
BZH,BEAZER HOMES USA INC COM NEW,Citadel Securities LLC
BZQ,PROSHARES TR ULT MSCIBZL CAPP,Citadel Securities LLC
BZUN,BAOZUN INC SPONSORED ADR,"Wolverine Trading, LLC"
C,CITIGROUP INC COM NEW,"Susquehanna Securities, LLC"
CAAP,CORPORACION AMER ARPTS S A COM,
CAAS,CHINA AUTOMOTIVE SYS INC COM,"Susquehanna Securities, LLC"
CABA,CABALETTA BIO INC COM,Citadel Securities LLC
CAC,CAMDEN NATL CORP COM,
CACC,CREDIT ACCEP CORP MICH COM,Citadel Securities LLC
CACI,CACI INTL INC CL A,"Two Sigma Securities, LLC"
CADE,CADENCE BANK COM,"Wolverine Trading, LLC"
CAE,CAE INC COM,"Wolverine Trading, LLC"
CAF,MORGAN STANLEY CHINA A SH FD I COM,Belvedere Trading LLC
CAG,CONAGRA BRANDS INC COM,"Group One Trading, L.P."
CAH,CARDINAL HEALTH INC COM,Citadel Securities LLC
CAI,CAI INTERNATIONAL INC COM,Citadel Securities LLC
CAJ,CANON INC SPONSORED ADR,"Wolverine Trading, LLC"
CAKE,CHEESECAKE FACTORY INC COM,GTS Securities LLC
CAL,CALERES INC COM,"Wolverine Trading, LLC"
CALA,CALITHERA BIOSCIENCES INC COM,Belvedere Trading LLC
CALF,PACER FDS TR PACER US SMALL,
CALM,CAL MAINE FOODS INC COM NEW,"Group One Trading, L.P."
CALX,CALIX INC COM,Morgan Stanley & Co. LLC
CAMP,CALAMP CORP COM,"Susquehanna Securities, LLC"
