Symbol,CompanyName,DpmName
SPXV,PROSHARES TR SP500 EX HLTH,
SPXX,NUVEEN S&P 500 DYNAMIC OVERWRI COM,
SPXZ,LISTED FD TR MORGAN CREEK,Citadel Securities LLC
SPY,SPDR S&P 500 ETF TR TR UNIT,Morgan Stanley & Co. LLC
SPYC,SIMPLIFY EXCHANGE TRADED FUNDS US EQT PLS CNVEX,
SPYD,SPDR SER TR PRTFLO S&P500 HI,Citadel Securities LLC
SPYG,SPDR SER TR PRTFLO S&P500 GW,Belvedere Trading LLC
SPYV,SPDR SER TR PRTFLO S&P500 VL,Belvedere Trading LLC
SPYX,SPDR SER TR SPDR S&P 500 ETF,
SQ,SQUARE INC CL A,Morgan Stanley & Co. LLC
SQBG,SEQUENTIAL BRANDS GROUP INC COM NEW,"Susquehanna Securities, LLC"
SQEW,TWO RDS SHARED TR LEADERSHARES EQT,
SQFT,PRESIDIO PPTY TR INC COM CL A,
SQLV,LEGG MASON ETF INVT TR SML CAP QULITY,
SQM,SOCIEDAD QUIMICA Y MINERA DE SPON ADR SER B,"Susquehanna Securities, LLC"
SQM^,SOCIEDAD QUIMICA Y MINERA DE RT,
SQNS,SEQUANS COMMUNICATIONS S A SPONSORED ADS,
SQQQ,PROSHARES TR ULTRAPRO SHT QQQ,GTS Securities LLC
SQZ,SQZ BIOTECHNOLOGIES CO COM,
SR,SPIRE INC COM,"Susquehanna Securities, LLC"
SR-A,SPIRE INC 5.9 DEP RP PFD A,
SRAC,STABLE RD ACQUISITION CORP COM CL A,"Susquehanna Securities, LLC"
SRACU,STABLE RD ACQUISITION CORP UNIT EXP 051526,
SRACW,STABLE RD ACQUISITION CORP WT EXP 051526,
SRAX,SRAX INC CL A,"Wolverine Trading, LLC"
SRC,SPIRIT RLTY CAP INC NEW COM NEW,"Group One Trading, L.P."
SRC-A,SPIRIT RLTY CAP INC NEW 6% PFD SER A,
SRCE,1ST SOURCE CORP COM,
SRCL,STERICYCLE INC COM,"Susquehanna Securities, LLC"
SRDX,SURMODICS INC COM,"Susquehanna Securities, LLC"
SRE,SEMPRA ENERGY COM,Citadel Securities LLC
SRE-B,SEMPRA ENERGY 6.75% CNV PFD B,
SREA,SEMPRA ENERGY FXD NT 79,
SRET,GLOBAL X FDS REIT ETF,
SREV,SERVICESOURCE INTL INC COM,"Wolverine Trading, LLC"
SRG,SERITAGE GROWTH PPTYS CL A,Citadel Securities LLC
SRG-A,SERITAGE GROWTH PPTYS 7% CUM PFD SR A,
SRGA,SURGALIGN HOLDINGS INC COM,
SRI,STONERIDGE INC COM,"Group One Trading, L.P."
SRL,SCULLY ROYALTY LTD COM SHS,
SRLN,SSGA ACTIVE ETF TR BLACKSTONE SENR,"Wolverine Trading, LLC"
SRLP,SPRAGUE RES LP COM UNIT REP LTD,Citadel Securities LLC
SRNE,SORRENTO THERAPEUTICS INC COM NEW,Morgan Stanley & Co. LLC
SRNGU,SOARING EAGLE ACQUISITION CORP UNIT EX 022326,
SRPT,SAREPTA THERAPEUTICS INC COM,"Group One Trading, L.P."
SRRA,SIERRA ONCOLOGY INC COM NEW,
SRRK,SCHOLAR ROCK HLDG CORP COM,Citadel Securities LLC
SRS,PROSHARES TR ULTSHT REAL EST,Citadel Securities LLC
SRSA,SARISSA CAPITAL ACQUISITN CORP CL A,
SRSAU,SARISSA CAPITAL ACQUISITN CORP UNIT EXP 102327,
SRSAW,SARISSA CAPITAL ACQUISITN CORP WT EXP 102327,
SRT,STARTEK INC COM,"Wolverine Trading, LLC"
SRTS,SENSUS HEALTHCARE INC COM,
SRTY,PROSHARES TR ULTPRO SHT 2017,Belvedere Trading LLC
SRV,CUSHING MLP & INFRASTRUCT COM NEW,
SRVR,PACER FDS TR BNCHMRK INFRA,Belvedere Trading LLC
SSAA,SCIENCE STRATEGIC ACQ ALPHA COM CL A,
SSAAU,SCIENCE STRATEGIC ACQ ALPHA UNIT EX 012026,
SSAAW,SCIENCE STRATEGIC ACQ ALPHA WT EXP 012026,
SSB,SOUTH ST CORP COM,
SSBI,SUMMIT ST BK SANTA ROSA CALIF COM,
SSD,SIMPSON MFG INC COM,Citadel Securities LLC
SSG,PROSHARES TR ULSHRT SEMIC NEW,
SSINQ,STAGE STORES INC COM NEW,
SSKN,STRATA SKIN SCIENCES INC COM NEW,
SSL,SASOL LTD SPONSORED ADR,Citadel Securities LLC
SSLY,SYNTAX ETF TR STRATIFIED SMCP,
SSNC,SS&C TECHNOLOGIES HLDGS INC COM,Citadel Securities LLC
SSNT,SILVERSUN TECHNOLOGIES INC COM NEW,
SSNYY,SAMSON OIL & GAS LTD SPON ADR NEW,
SSO,PROSHARES TR PSHS ULT S&P 500,Citadel Securities LLC
SSP,SCRIPPS E W CO OHIO CL A NEW,Belvedere Trading LLC
SSPK,SILVER SPIKE ACQUISITION CORP CL A SHS,"Wolverine Trading, LLC"
SSPKU,SILVER SPIKE ACQUISITION CORP UNIT EX,
SSPKW,SILVER SPIKE ACQUISITION CORP WT EXP 080224,
SSPY,SYNTAX ETF TR STRATIFD LRG CAP,
SSRM,SSR MNG INC COM,"Wolverine Trading, LLC"
SSSS,SURO CAPITAL CORP COM NEW,"Wolverine Trading, LLC"
SSTI,SHOTSPOTTER INC COM,
SSTK,SHUTTERSTOCK INC COM,"Wolverine Trading, LLC"
SSUS,STRATEGY SHS DAY HAGAN NED,
SSY,SUNLINK HEALTH SYS INC COM,
SSYS,STRATASYS LTD SHS,"Susquehanna Securities, LLC"
ST,SENSATA TECHNOLOGIES HLDG PLC SHS,Morgan Stanley & Co. LLC
STAA,STAAR SURGICAL CO COM PAR $0.01,"Susquehanna Securities, LLC"
STAF,STAFFING 360 SOLUTIONS INC COM,
STAG,STAG INDL INC COM,Citadel Securities LLC
STAR,ISTAR INC COM,
STAR-D,ISTAR INC PFD SER D,
STAR-G,ISTAR INC PFD G 7.65%,
STAR-I,ISTAR INC PFD SER I,
STAY,EXTENDED STAY AMER INC SHS 1 COM 1 CL B,Citadel Securities LLC
STBA,S & T BANCORP INC COM,
STC,STEWART INFORMATION SVCS CORP COM,Citadel Securities LLC
STCN,STEEL CONNECT INC COM,"Susquehanna Securities, LLC"
STE,STERIS PLC SHS USD,"Susquehanna Securities, LLC"
STEP,STEPSTONE GROUP INC COM CL A,"Susquehanna Securities, LLC"
STFC,STATE AUTO FINL CORP COM,
STG,SUNLANDS TECHNOLOGY GROUP ADS,
STIC,NORTHERN STAR ACQUISITION CORP COM CLS A,"Group One Trading, L.P."
STIC+,NORTHERN STAR ACQUISITION CORP WT EXP 082925,
STIC=,NORTHERN STAR ACQUISITION CORP UNIT EXP,
STIM,NEURONETICS INC COM,
STIP,ISHARES TR 0-5 YR TIPS ETF,
STK,COLUMBIA SELIGM PREM TECH GRW COM,
STKL,SUNOPTA INC COM,"Wolverine Trading, LLC"
STKS,THE ONE GROUP HOSPITALITY INC COM,
STL,STERLING BANCORP DEL COM,"Wolverine Trading, LLC"
STL-A,STERLING BANCORP DEL 6.50% CUM PFD A,
STLA,STELLANTIS N.V SHS,"Susquehanna Securities, LLC"
STLC,ISHARES TR FACTORS US BLEND,
STLD,STEEL DYNAMICS INC COM,"Group One Trading, L.P."
STLG,ISHARES TR FACTORS US GRO,
STLV,ISHARES TR FACTORS US VAL,
STM,STMICROELECTRONICS N V NY REGISTRY,Citadel Securities LLC
STMB,ISHARES TR FACTORS US MID,
STMP,STAMPS COM INC COM NEW,"Susquehanna Securities, LLC"
STN,STANTEC INC COM,
STNC,RBB FD INC STANCE EQT ESG,
STND,STANDARD AVB FINL CORP COM,
STNE,STONECO LTD COM CL A,Citadel Securities LLC
STNG,SCORPIO TANKERS INC SHS,"Wolverine Trading, LLC"
STOK,STOKE THERAPEUTICS INC COM,
STON,STONEMOR INC COM,Morgan Stanley & Co. LLC
STOR,STORE CAP CORP COM,"Susquehanna Securities, LLC"
STOT,SSGA ACTIVE TR SPDR DBLELN SHRT,
STPC,STAR PEAK CORP II COM CL A,
STPC+,STAR PEAK CORP II WT EXP 122425,
STPC=,STAR PEAK CORP II UNIT EX,
STPK,STAR PEAK ENERGY TRANSITION CO CL A,"Wolverine Trading, LLC"
STPK+,STAR PEAK ENERGY TRANSITION CO WT EXP 081125,
STPK=,STAR PEAK ENERGY TRANSITION CO UNIT EX 081125,
STPZ,PIMCO ETF TR 1-5 US TIP IDX,
STRA,STRATEGIC ED INC COM,Citadel Securities LLC
STRE=,SUPERNOVA PARTN ACQ CO III LTD UNIT,
STRL,STERLING CONSTR INC COM,Belvedere Trading LLC
STRM,STREAMLINE HEALTH SOLUTIONS IN COM,
STRO,SUTRO BIOPHARMA INC COM,
STRR,STAR EQUITY HOLDINGS INC COM,
STRRP,STAR EQUITY HOLDINGS INC PERP PFD SER A,
STRS,STRATUS PPTYS INC COM NEW,
STRT,STRATTEC SEC CORP COM,
STSA,SATSUMA PHARMACEUTICALS INC COM,
STSB,ISHARES TR FACTORS US SMALL,
STT,STATE STR CORP COM,"Susquehanna Securities, LLC"
STT-D,STATE STR CORP DEP SHS 1/4000 D,
STT-G,STATE STR CORP DEP SHS PFD G,
STTK,SHATTUCK LABS INC COM,
STWD,STARWOOD PPTY TR INC COM,"Wolverine Trading, LLC"
STWO,ACON S2 ACQUISITION CORP CL SHS,
STWOU,ACON S2 ACQUISITION CORP UNIT EXP 091527,
STWOW,ACON S2 ACQUISITION CORP WT EXP 091527,
STX,SEAGATE TECHNOLOGY PLC SHS,"Susquehanna Securities, LLC"
STXB,SPIRIT OF TEX BANCSHARES INC COM,
STXS,STEREOTAXIS INC COM NEW,
STZ,CONSTELLATION BRANDS INC CL A,Citadel Securities LLC
STZ.B,CONSTELLATION BRANDS INC CL B,
SU,SUNCOR ENERGY INC NEW COM,Citadel Securities LLC
SUB,ISHARES TR SHRT NAT MUN ETF,
SUBZ,LISTED FD TR ROUNDHILL STREAM,Citadel Securities LLC
SUI,SUN CMNTYS INC COM,"Wolverine Trading, LLC"
SULR,GUINNESS ATKINSON FDS SUSTNBL ENRGY II,
SUM,SUMMIT MATLS INC CL A,"Susquehanna Securities, LLC"
SUMO,SUMO LOGIC INC COM,"Susquehanna Securities, LLC"
SUMR,SUMMER INFANT INC COM NEW,
SUN,SUNOCO LP/SUNOCO FIN CORP COM UT REP LP,"Group One Trading, L.P."
SUNS,SLR SENIOR INVESTMENT CORP COM,"Group One Trading, L.P."
SUNW,SUNWORKS INC COM NEW,"Wolverine Trading, LLC"
SUP,SUPERIOR INDS INTL INC COM,Citadel Securities LLC
SUPN,SUPERNUS PHARMACEUTICALS INC COM,"Group One Trading, L.P."
SUPV,GRUPO SUPERVIELLE S.A. SPONSORED ADR,Citadel Securities LLC
SURF,SURFACE ONCOLOGY INC COM,
SUSA,ISHARES TR MSCI USA ESG SLC,
SUSB,ISHARES TR ESG AWRE 1 5 YR,
SUSC,ISHARES TR ESG AWRE USD ETF,
SUSL,ISHARES TR ESG MSCI LEADR,
SUZ,SUZANO S A SPON ADS,
SV,SPRING VY ACQUISITION CORP CL A,
SVA,SINOVAC BIOTECH LTD SHS,
SVAC,STARBOARD VALUE ACQUISITN CORP COM CL A,"Susquehanna Securities, LLC"
SVACU,STARBOARD VALUE ACQUISITN CORP UNIT EXP 091025,
SVACW,STARBOARD VALUE ACQUISITN CORP WT EXP 091027,
SVAL,ISHARES TR US SML CP VALUE,
SVBI,SEVERN BANCORP INC ANNAPOLIS M COM,
SVC,SERVICE PPTYS TR COM SH BEN INT,"Susquehanna Securities, LLC"
SVFA,SVF INVESTMENT CORP CL A SHS,
SVFAU,SVF INVESTMENT CORP UNIT EX 122025,
SVFAW,SVF INVESTMENT CORP WT EXP 122025,
SVFB,SVF INVESTMENT CORP 2 CL A SHS,
SVFC,SVF INVESTMENT CORP 3 CL A SHS,
SVM,SILVERCORP METALS INC COM,"Susquehanna Securities, LLC"
SVMK,SVMK INC COM,"Wolverine Trading, LLC"
SVOK,SEVEN OAKS ACQUISITION CORP COM CL A,
SVOKU,SEVEN OAKS ACQUISITION CORP UNIT EXP 121825,
SVOKW,SEVEN OAKS ACQUISITION CORP WT EXP 122225,
SVRA,SAVARA INC COM,"Susquehanna Securities, LLC"
SVSVU,SPRING VY ACQUISITION CORP UNIT EXP 111125,
SVSVW,SPRING VY ACQUISITION CORP WT EXP 052027,
SVT,SERVOTRONICS INC COM,
SVVC,FIRSTHAND TECHNOLOGY VALUE FD COM,"Wolverine Trading, LLC"
SVXY,PROSHARES TR II SHT VIX ST TRM,"Group One Trading, L.P."
SWAN,AMPLIFY ETF TR BLACKSWAN GRWT,
SWAV,SHOCKWAVE MED INC COM,
SWBI,SMITH & WESSON BRANDS INC COM,Citadel Securities LLC
SWBK,SWITCHBACK II CORPORATION COM CL A,
SWBK+,SWITCHBACK II CORPORATION WT EXP 010726,
SWBK=,SWITCHBACK II CORPORATION UNIT,
SWCH,SWITCH INC CL A,"Susquehanna Securities, LLC"
SWET,ATHLON ACQUISITION CORP COM CL A,
SWETU,ATHLON ACQUISITION CORP UNIT EX 011226,
SWETW,ATHLON ACQUISITION CORP WT EXP 011226,
SWI,SOLARWINDS CORP COM,"Susquehanna Securities, LLC"
SWIR,SIERRA WIRELESS INC COM,Citadel Securities LLC
SWK,STANLEY BLACK & DECKER INC COM,Citadel Securities LLC
SWKH,SWK HLDGS CORP COM NEW,
SWKS,SKYWORKS SOLUTIONS INC COM,Citadel Securities LLC
SWM,SCHWEITZER-MAUDUIT INTL INC COM,"Susquehanna Securities, LLC"
SWN,SOUTHWESTERN ENERGY CO COM,Citadel Securities LLC
SWT,STANLEY BLACK & DECKER INC COPR UNIT,
SWTX,SPRINGWORKS THERAPEUTICS INC COM,
SWX,SOUTHWEST GAS HLDGS INC COM,
SWZ,SWISS HELVETIA FD INC COM,
SXC,SUNCOKE ENERGY INC COM,"Susquehanna Securities, LLC"
SXEEQ,SOUTHCROSS ENERGY PARTNERS L P COM UNIT LP INT,
SXI,STANDEX INTL CORP COM,
SXT,SENSIENT TECHNOLOGIES CORP COM,Citadel Securities LLC
SXTC,CHINA SXT PHARMACEUTICALS INC ORD SHS NEW,
SY,SO YOUNG INTERNATIONAL INC SPONSORED ADS,"Wolverine Trading, LLC"
SYBT,STOCK YDS BANCORP INC COM,
SYBX,SYNLOGIC INC COM,
SYF,SYNCHRONY FINANCIAL COM,"Susquehanna Securities, LLC"
SYF-A,SYNCHRONY FINANCIAL 5.625 DPSH PF A,
SYK,STRYKER CORPORATION COM,"Susquehanna Securities, LLC"
SYKE,SYKES ENTERPRISES INC COM,"Susquehanna Securities, LLC"
SYLD,CAMBRIA ETF TR SHSHLD YIELD ETF,
SYN,SYNTHETIC BIOLOGICS INC COM NEW,
SYNA,SYNAPTICS INC COM,Citadel Securities LLC
SYNC,SYNACOR INC COM,"Group One Trading, L.P."
SYNH,SYNEOS HEALTH INC CL A,"Wolverine Trading, LLC"
SYNL,SYNALLOY CORP COM,
SYPR,SYPRIS SOLUTIONS INC COM,
SYRS,SYROS PHARMACEUTICALS INC COM,"Group One Trading, L.P."
SYTA,SIYATA MOBILE INC COM NEW,
SYTAW,SIYATA MOBILE INC WT EXP 092425,
SYUS,SYNTAX ETF TR STRATIFIED US TT,
SYX,SYSTEMAX INC COM,
SYY,SYSCO CORP COM,"Susquehanna Securities, LLC"
SZC,CUSHING NEXTGEN INFRA INCM FD COM,
SZK,PROSHARES TR PSHS CONSUMR GD,
SZNE,PACER FDS TR CFRA STVAL EQL,
SZOXF,DEUTSCHE BK AG LONDON BRH DB CRUD OIL SHR,
T,AT&T INC COM,"Two Sigma Securities, LLC"
T-A,AT&T INC 5% DEP RP PFD A,
T-C,AT&T INC 4.7 DP SHS PFD C,
TA,TRAVELCENTERS OF AMERICA INC COM NEW,"Group One Trading, L.P."
TAAG,COLLABORATIVE INVESTMNT SER TR TREND AGRD GWT,
TAC,TRANSALTA CORP COM,
TACA,TREPONT ACQUISITION CORP I SHS CL A,
TACA+,TREPONT ACQUISITION CORP I WT EXP 112425,
TACA=,TREPONT ACQUISITION CORP I UNIT,
TACE,COLLABORATIVE INVESTMNT SER TR TREND AGRGATN,
TACO,DEL TACO RESTAURANTS INC NEW COM,"Wolverine Trading, LLC"
TACOW,DEL TACO RESTAURANTS INC WT EXP 063020,
TACT,TRANSACT TECHNOLOGIES INC COM,
TADS,COLLABORATIVE INVESTMNT SER TR AGGREGATION DIVI,
TAEQ,COLLABORATIVE INVESTMNT SER TR TREND AGGREGATIN,
TAGS,TEUCRIUM COMMODITY TR AGRICULTURE FD,
TAIL,CAMBRIA ETF TR TAIL RISK,Belvedere Trading LLC
TAIT,TAITRON COMPONENTS INC CL A,
TAK,TAKEDA PHARMACEUTICAL CO LTD SPONSORED ADS,GTS Securities LLC
TAL,TAL EDUCATION GROUP SPONSORED ADS,Citadel Securities LLC
TALO,TALOS ENERGY INC COM,"Wolverine Trading, LLC"
TAN,INVESCO EXCH TRADED FD TR II SOLAR ETF,Citadel Securities LLC
TANH,TANTECH HLDGS LTD COM,
TANNI,TRAVELCENTERS OF AMERICA INC SR NT 8.25%2028,
TANNL,TRAVELCENTERS OF AMERICA INC SR NT,
TANNZ,TRAVELCENTERS OF AMERICA INC 8% SR NT 2030,
TAOP,TAOPING INC SHS NEW,"Group One Trading, L.P."
TAP,MOLSON COORS BEVERAGE CO CL B,"Susquehanna Securities, LLC"
TAP.A,MOLSON COORS BEVERAGE CO CL A,
TAPM,TAPINATOR INC COM NEW,
TARA,PROTARA THERAPEUTICS INC COM STK,
TARO,TARO PHARMACEUTICAL INDS LTD SHS,
TARS,TARSUS PHARMACEUTICALS INC COM,
TAST,CARROLS RESTAURANT GROUP INC COM,Belvedere Trading LLC
TATT,TAT TECHNOLOGIES LTD ORD NEW,
TAXF,AMERICAN CENTY ETF TR DIVERSIFIED MU,
TAYD,TAYLOR DEVICES INC COM,
TBA,THOMA BRAVO ADVANTAGE COM CL A,"Susquehanna Securities, LLC"
TBB,AT&T INC 5.35% GLB NTS 66,
TBBK,BANCORP INC DEL COM,
TBC,AT&T INC 5.625% NT 67,
TBCP,THUNDER BRIDGE CAP PRTNRS III COM CL A,
TBCPU,THUNDER BRIDGE CAP PRTNRS III UNIT EX 021528,
TBCPW,THUNDER BRIDGE CAP PRTNRS III WT EXP 021528,
TBF,PROSHARES TR SHRT 20+YR TRE,Morgan Stanley & Co. LLC
TBI,TRUEBLUE INC COM,Belvedere Trading LLC
TBIO,TRANSLATE BIO INC COM,"Susquehanna Securities, LLC"
TBJL,INNOVATOR ETFS TR INVATR 20 PLS 9,
TBK,TRIUMPH BANCORP INC COM,Belvedere Trading LLC
TBKCP,TRIUMPH BANCORP INC 7.125 DP SH PF C,
TBLT,TOUGHBUILT INDS INC COM NEW,
TBLTW,TOUGHBUILT INDS INC WT EXP 051523,
TBNK,TERRITORIAL BANCORP INC COM,
TBPH,THERAVANCE BIOPHARMA INC COM,"Group One Trading, L.P."
TBSAU,TB SA ACQUISITION CORP UNIT EX 032528,
TBT,PROSHARES TR PSHS ULTSH 20YRS,Citadel Securities LLC
TBX,PROSHARES TR SHT 7-10 YR TR,
TC,TUANCHE LTD ADS NEW,
TCACU,TUATARA CAPITAL ACQUISITN CORP UNIT,
TCBI,TEXAS CAP BANCSHARES INC COM,Belvedere Trading LLC
TCBIL,TEXAS CAP BANCSHARES INC SUB NT 6.50%42,
TCBIO,TEXAS CAP BANCSHARES INC 5.75% DEP PFD B,
TCBIP,TEXAS CAP BANCSHARES INC PFD PERP SR-A,
TCBK,TRICO BANCSHARES COM,
TCDA,TRICIDA INC COM,
TCF,TCF FINL CORP COM,GTS Securities LLC
TCFC,COMMUNITY FINL CORP MD COM,
TCFCP,TCF FINL CORP 5.7% DP SH PFD C,
TCHP,T ROWE PRICE ETF INC PRICE BLUE CHIP,
TCI,TRANSCONTINENTAL RLTY INVS COM NEW,
TCMD,TACTILE SYS TECHNOLOGY INC COM,
TCOM,TRIP COM GROUP LTD ADS,"Susquehanna Securities, LLC"
TCON,TRACON PHARMACEUTICALS INC COM NEW,
TCPC,BLACKROCK TCP CAPITAL CORP COM,
TCRR,TCR2 THERAPEUTICS INC COM,
TCS,CONTAINER STORE GROUP INC COM,Morgan Stanley & Co. LLC
TCTL,ETF SER SOLUTIONS PRMSE CP DIVRSFD,
TCX,TUCOWS INC COM NEW,Citadel Securities LLC
TD,TORONTO DOMINION BK ONT COM NEW,"Two Sigma Securities, LLC"
TDA,TELEPHONE & DATA SYS INC SR NT 61,
TDAC,TRIDENT ACQUISITIONS CORP COM,
TDACU,TRIDENT ACQUISITIONS CORP UNIT EXP 050923,
TDACW,TRIDENT ACQUISITIONS CORP WT EXP 050923,
TDC,TERADATA CORP DEL COM,"Group One Trading, L.P."
TDE,TELEPHONE & DATA SYS INC SR NT 2059,
TDF,TEMPLETON DRAGON FD INC COM,
TDG,TRANSDIGM GROUP INC COM,"Susquehanna Securities, LLC"
TDI,TELEPHONE & DATA SYS INC SR NT 2045,
TDIV,FIRST TR EXCHANGE-TRADED FD VI NASD TECH DIV,Belvedere Trading LLC
TDJ,TELEPHONE & DATA SYS INC PFD,
TDOC,TELADOC HEALTH INC COM,Citadel Securities LLC
TDS,TELEPHONE & DATA SYS INC COM NEW,GTS Securities LLC
TDS-U,TELEPHONE & DATA SYS INC 6.625% DP PFD UU,
TDSA,EXCHANGE LISTED FDS TR CABANA TARGET 5,
TDSB,EXCHANGE LISTED FDS TR CABANA TARGET 7,
TDSC,EXCHANGE LISTED FDS TR CABANA TARGET 10,
TDSD,EXCHANGE LISTED FDS TR CABANA TARGET 13,
TDSE,EXCHANGE LISTED FDS TR CABANA TARGET 16,
TDTF,FLEXSHARES TR IBOXX 5YR TRGT,
TDTT,FLEXSHARES TR IBOXX 3R TARGT,
TDUP,THREDUP INC CL A,
TDV,PROSHARES TR S&P TECH DIVIDEN,
TDVG,T ROWE PRICE ETF INC PRICE DIV GRWT,
TDW,TIDEWATER INC NEW COM,"Susquehanna Securities, LLC"
TDW+,TIDEWATER INC NEW WT EXP 112424,
TDW+A,TIDEWATER INC NEW WT A EXP 073123,
TDW+B,TIDEWATER INC NEW WT B EXP 073123,
TDY,TELEDYNE TECHNOLOGIES INC COM,
TEAF,TORTOISE ESSENTIAL ASSETS INCO COM SH BEN INT,
TEAM,ATLASSIAN CORP PLC CL A,Morgan Stanley & Co. LLC
TECB,ISHARES TR US TECH BRKTHR,
TECH,BIO-TECHNE CORP COM,"Susquehanna Securities, LLC"
TECK,TECK RESOURCES LTD CL B,GTS Securities LLC
TECL,DIREXION SHS ETF TR DLY TECH BULL 3X,GTS Securities LLC
TECS,DIREXION SHS ETF TR DAILY TECHNOLOGY,GTS Securities LLC
TECTP,TECTONIC FINANCIAL INC 9% NCUM PFD B,
TEDU,TARENA INTL INC SPONSORED ADS,
TEF,TELEFONICA S A SPONSORED ADR,"Susquehanna Securities, LLC"
TEGS,COLLABORATIVE INVESTMNT SER TR TREND AGREGN ESG,
TEI,TEMPLETON EMERGING MKTS INCOME COM,
TEKK,TEKKORP DIGITAL ACQUISITN CORP CL A,
TEKKU,TEKKORP DIGITAL ACQUISITN CORP UNIT EXP 092927,
TEKKW,TEKKORP DIGITAL ACQUISITN CORP WT EXP 102627,
TEL,TE CONNECTIVITY LTD REG SHS,GTS Securities LLC
TELA,TELA BIO INC COM,
TELL,TELLURIAN INC NEW COM,"Wolverine Trading, LLC"
TEN,TENNECO INC CL A VTG COM STK,GTS Securities LLC
TENB,TENABLE HLDGS INC COM,"Group One Trading, L.P."
TENX,TENAX THERAPEUTICS INC COM NEW,
TEO,TELECOM ARGENTINA S A SPON ADR REP B,"Susquehanna Securities, LLC"
TEQI,T ROWE PRICE ETF INC PRICE EQT INCOME,
TER,TERADYNE INC COM,"Susquehanna Securities, LLC"
TERM,FIRST TR EXCHNG TRADED FD VIII EQTCOMPAS TACT,
TERN,TERNS PHARMACEUTICALS INC COM,
TESS,TESSCO TECHNOLOGIES INC COM,
TETCU,TECH AND ENERGY TRANSITION UNIT EX 033128,
TEUM,PARETEUM CORP COM NEW,Citadel Securities LLC
TEVA,TEVA PHARMACEUTICAL INDS LTD SPONSORED ADS,GTS Securities LLC
TEX,TEREX CORP NEW COM,Belvedere Trading LLC
TFC,TRUIST FINL CORP COM,"Susquehanna Securities, LLC"
TFC-H,TRUIST FINL CORP DEP PFD SER H,
TFC-I,TRUIST FINL CORP DEP PFD 1/4000 I,
TFC-O,TRUIST FINL CORP 5.25 DP SH PF O,
TFC-R,TRUIST FINL CORP DP SH RP PFD R,
TFFP,TFF PHARMACEUTICALS INC COM,
TFI,SPDR SER TR NUVEEN BRC MUNIC,
TFII,TFI INTL INC COM,
TFIV,GLOBAL X FDS TRGTINCM 5 ETF,
TFJL,INNOVATOR ETFS TR INVTOR 2 PLS 5,
TFLO,ISHARES TR TRS FLT RT BD,"Wolverine Trading, LLC"
TFLT,GLOBAL X FDS TRGTINM 2 ETF,
TFSA,TERRA INCOME FD 6 INC 7% NT 26,
TFSL,TFS FINL CORP COM,"Susquehanna Securities, LLC"
TFX,TELEFLEX INCORPORATED COM,
TG,TREDEGAR CORP COM,"Wolverine Trading, LLC"
TGA,TRANSGLOBE ENERGY CORP COM,
TGB,TASEKO MINES LTD COM,"Group One Trading, L.P."
TGEN,TECOGEN INC NEW COM NEW,
TGH,TEXTAINER GROUP HOLDINGS LTD SHS,
TGI,TRIUMPH GROUP INC NEW COM,"Wolverine Trading, LLC"
TGIF,TIDAL ETF TR SOFI WEEKLY INM,
TGLS,TECNOGLASS INC SHS,
TGNA,TEGNA INC COM,GTS Securities LLC
TGP,TEEKAY LNG PARTNERS L P PRTNRSP UNITS,GTS Securities LLC
TGP-A,TEEKAY LNG PARTNERS L P PFD UNIT SER A,
TGP-B,TEEKAY LNG PARTNERS L P 8.50% PFD UNIT B,
TGRW,T ROWE PRICE ETF INC PRICE GRW STOCK,
TGS,TRANSPORTADORA DE GAS SUR SPONSORED ADS B,
TGT,TARGET CORP COM,"Susquehanna Securities, LLC"
TGTX,TG THERAPEUTICS INC COM,Morgan Stanley & Co. LLC
TH,TARGET HOSPITALITY CORP COM,
THBR,THUNDER BRDG ACQUISTION II LTD CL A SHS,"Susquehanna Securities, LLC"
THBRU,THUNDER BRDG ACQUISTION II LTD UNIT EX,
THBRW,THUNDER BRDG ACQUISTION II LTD WT EXP 113026,
THC,TENET HEALTHCARE CORP COM NEW,Morgan Stanley & Co. LLC
THCA,TUSCAN HLDGS CORP II COM,"Wolverine Trading, LLC"
THCAU,TUSCAN HLDGS CORP II UNIT EX 040126,
THCAW,TUSCAN HLDGS CORP II WT EXP,
THCB,TUSCAN HLDGS CORP COM,"Wolverine Trading, LLC"
THCBU,TUSCAN HLDGS CORP UNIT,
THCBW,TUSCAN HLDGS CORP WT EXP 040126,
THCX,SPINNAKER ETF SERIES CANNABIS ETF,"Wolverine Trading, LLC"
THD,ISHARES INC MSCI THAILND ETF,
THFF,FIRST FINL CORP IND COM,
THG,HANOVER INS GROUP INC COM,
THM,INTERNATIONAL TOWER HILL MINES COM,
THMA,THIMBLE POINT ACQUISITION CORP COM CL A,
THMAU,THIMBLE POINT ACQUISITION CORP UNIT,
THMAW,THIMBLE POINT ACQUISITION CORP WT EXP 020426,
THMO,THERMOGENESIS HLDGS INC COM,
THNPY,TECHNIP ENERGIES N V SPONSORED ADR,
THNQ,EXCHANGE TRADED CONCEPTS TR ROBO GLB ARTIF,
THO,THOR INDS INC COM,Morgan Stanley & Co. LLC
THQ,TEKLA HEALTHCARE OPPORTUNITIES SHS,
THR,THERMON GROUP HLDGS INC COM,
THRM,GENTHERM INC COM,"Wolverine Trading, LLC"
THRY,THRYV HLDGS INC COM NEW,
